"","id","founding_name","search_name"
"2490","Schwartz","Schwartz","Schwartz"
"2491","Scituate","Scituate","Scituate"
"2492","Scudder","Scudder","Scudder"
"2493","Sebha","Sebha","Sebha"
"2494","Second Chance","Second Chance","Second Chance"
"2495","Second Try","Second Try","Second Try"
"2496","Segerica","Segerica","Segerica"
"2497","Seginus","Seginus","Seginus"
"2498","Seiduts","Seiduts","Seiduts"
"2499","Sekulmun","Sekulmun","Sekulmun"
"2500","Semenyih","Semenyih","Semenyih"
"2501","Semichi","Semichi","Semichi"
"2502","Sendai","Sendai","Sendai"
"2503","Sendalor","Sendalor","Sendalor"
"2504","Senftenberg","Senftenberg","Senftenberg"
"2505","Senorbi","Senorbi","Senorbi"
"2506","Sentarus","Sentarus","Sentarus"
"2507","Serenity","Serenity","Serenity"
"2508","Sertar","Sertar","Sertar"
"2509","Setubal","Setubal","Setubal"
"2510","Seuta Bimyeong","Seuta Bimyeong","Seuta Bimyeong"
"2511","Seven Lands (Garotte 3130+)","Seven Lands","Seven Lands"
"2512","Sevon","Sevon","Sevon"
"2513","Sevren","Sevren","Sevren"
"2514","Shadow","Shadow","Shadow"
"2515","Shady Palms","Shady Palms","Shady Palms"
"2516","Shahhat","Shahhat","Shahhat"
"2517","Shahr Kord","Shahr Kord","Shahr Kord"
"2518","Shalaine","Shalaine","Shalaine"
"2519","Shaobuon (Liu's Memory 3130+)","Shaobuon","Shaobuon"
"2520","Shardayne","Shardayne","Shardayne"
"2521","Sharpe (Obeedah 3025+)","Sharpe","Sharpe"
"2522","Sharqah","Sharqah","Sharqah"
"2523","Shasta","Shasta","Shasta"
"2524","Shaul Khala","Shaul Khala","Shaul Khala"
"2525","Shaula (Perrot 3025-)","Perrot","Perrot"
"2526","Shaun (Burl 2822+)","Shaun","Shaun"
"2527","Shaunavon","Shaunavon","Shaunavon"
"2528","Shawnee","Shawnee","Shawnee"
"2529","Sheliak","Sheliak","Sheliak"
"2530","Shensi","Shensi","Shensi"
"2531","Shenwan","Shenwan","Shenwan"
"2532","Sheratan","Sheratan","Sheratan"
"2533","Sheridan (Clan)","Sheridan (Clan)","Sheridan"
"2534","Sheridan (FWL)","Sheridan (FWL)","Sheridan"
"2535","Sherwood","Sherwood","Sherwood"
"2536","Shiba","Shiba","Shiba"
"2537","Shibukawa","Shibukawa","Shibukawa"
"2538","Shiloh","Shiloh","Shiloh"
"2539","Shimoda","Shimoda","Shimoda"
"2540","Shimonita","Shimonita","Shimonita"
"2541","Shimonoseki","Shimonoseki","Shimonoseki"
"2542","Shimosuwa","Shimosuwa","Shimosuwa"
"2543","Shinonoi","Shinonoi","Shinonoi"
"2544","Shionoha","Shionoha","Shionoha"
"2545","Shipka","Shipka","Shipka"
"2546","Shipton","Shipton","Shipton"
"2547","Shira","Shira","Shira"
"2548","Shiri","Shiri","Shiri"
"2549","Shiro III","Shiro III","Shiro"
"2550","Shirotori","Shirotori","Shirotori"
"2551","Shitara","Shitara","Shitara"
"2552","Shoreham","Shoreham","Shoreham"
"2553","Shubuta","Shubuta","Shubuta"
"2554","Shuen Wan","Shuen Wan","Shuen Wan"
"2555","Shui-pào","Shui-pào","Shui-pào"
"2556","Sialkot","Sialkot","Sialkot"
"2557","Sian","Sian","Sian"
"2558","Sichuan","Sichuan","Sichuan"
"2559","Sidon","Sidon","Sidon"
"2560","Siendou","Siendou","Siendou"
"2561","Sierpc","Sierpc","Sierpc"
"2562","Sierra","Sierra","Sierra"
"2563","Sighisoara","Sighisoara","Sighisoara"
"2564","Sigma Mare","Sigma Mare","Sigma Mare"
"2565","Sigurd","Sigurd","Sigurd"
"2566","Sikkim","Sikkim","Sikkim"
"2567","Sileste","Sileste","Sileste"
"2568","Silkeborg","Silkeborg","Silkeborg"
"2569","Silver","Silver","Silver"
"2570","Simancas","Simancas","Simancas"
"2571","Simferopol","Simferopol","Simferopol"
"2572","Simone","Simone","Simone"
"2573","Simpson Desert","Simpson Desert","Simpson Desert"
"2574","Sindalin","Sindalin","Sindalin"
"2575","Sinope","Sinope","Sinope"
"2576","Sirdar","Sirdar","Sirdar"
"2577","Sirius","Sirius","Sirius"
"2578","Skallevoll","Skallevoll","Skallevoll"
"2579","Skandia","Skandia","Skandia"
"2580","Skaslien","Skaslien","Skaslien"
"2581","Skat","Skat","Skat"
"2582","Skepptana","Skepptana","Skepptana"
"2583","Skiland","Skiland","Skiland"
"2584","Skokie","Skokie","Skokie"
"2585","Skondia","Skondia","Skondia"
"2586","Skvorec","Skvorec","Skvorec"
"2587","Skye","Skye","Skye"
"2588","Skyfog","Skyfog","Skyfog"
"2589","Slaithwaite","Slaithwaite","Slaithwaite"
"2590","Slewis","Slewis","Slewis"
"2591","Slocum","Slocum","Slocum"
"2592","Small World","Small World","Small World"
"2593","Smithon","Smithon","Smithon"
"2594","Smolensk","Smolensk","Smolensk"
"2595","Smolnik","Smolnik","Smolnik"
"2596","Smythe","Smythe","Smythe"
"2597","Snailzar","Snailzar","Snailzar"
"2598","Snowdon","Snowdon","Snowdon"
"2599","Sodertalje","Sodertalje","Sodertalje"
"2600","Sodus","Sodus","Sodus"
"2601","Soilihull","Soilihull","Soilihull"
"2602","Solaris","Solaris","Solaris"
"2603","Solor","Solor","Solor"
"2604","Somerset","Somerset","Somerset"
"2605","Son Hoa","Son Hoa","Son Hoa"
"2606","Songgang","Songgang","Songgang"
"2607","Sonnia","Sonnia","Sonnia"
"2608","Sophie's World","Sophie's World","Sophie's World"
"2609","Sornath","Sornath","Sornath"
"2610","Sorsk","Sorsk","Sorsk"
"2611","Sorunda","Sorunda","Sorunda"
"2612","Soul","Soul","Soul"
"2613","Soverzene","Soverzene","Soverzene"
"2614","Sparrevohn","Sparrevohn","Sparrevohn"
"2615","Sparta","Sparta","Sparta"
"2616","Spencer","Spencer","Spencer"
"2617","Spica","Spica","Spica"
"2618","Spirit","Spirit","Spirit"
"2619","Spittal","Spittal","Spittal"
"2620","Spitz","Spitz","Spitz"
"2621","St. Andre","St. Andre","St. Andre"
"2622","St. Andreas","St. Andreas","St. Andreas"
"2623","St. Cyr","St. Cyr","St. Cyr"
"2624","St. Gall","St. Gall","St. Gall"
"2625","St. Ives","St. Ives","St. Ives"
"2626","St. Jean","St. Jean","St. Jean"
"2627","St. John","St. John","St. John"
"2628","St. Loris","St. Loris","St. Loris"
"2629","St. Robert","St. Robert","St. Robert"
"2630","Staffin","Staffin","Staffin"
"2631","Stafford","Stafford","Stafford"
"2632","Stanley","Stanley","Stanley"
"2633","Stantsiya","Stantsiya","Stantsiya"
"2634","Stanzach","Stanzach","Stanzach"
"2635","Stapelfeld","Stapelfeld","Stapelfeld"
"2636","Star Cluster 1108 (RW)","Star Cluster 1108 (RW)","Star Cluster"
"2637","Star Cluster 1108 (SW)","Star Cluster 1108 (SW)","Star Cluster"
"2638","Star Cluster 643","Star Cluster 643","Star Cluster"
"2639","Star Cluster 65","Star Cluster 65","Star Cluster"
"2640","Star Cluster 752","Star Cluster 752","Star Cluster"
"2641","Star Cluster 814","Star Cluster 814","Star Cluster"
"2642","Star Cluster 889","Star Cluster 889","Star Cluster"
"2643","Star Cluster A51","Star Cluster A51","Star Cluster A"
"2644","Star Cluster Briceno 1","Star Cluster Briceno 1","Star Cluster Briceno"
"2645","Star Cluster P12","Star Cluster P12","Star Cluster P"
"2646","Star Cluster P24","Star Cluster P24","Star Cluster P"
"2647","Star's End (Novo Cressidas)","Star's End (Novo Cressidas)","Star's End"
"2648","Stardawn","Stardawn","Stardawn"
"2649","Starshine","Starshine","Starshine"
"2650","Steeles","Steeles","Steeles"
"2651","Steelton","Steelton","Steelton"
"2652","Stein's Folly","Stein's Folly","Stein's Folly"
"2653","Steinhatchee","Steinhatchee","Steinhatchee"
"2654","Stellaris","Stellaris","Stellaris"
"2655","Sterling","Sterling","Sterling"
"2656","Sterlington","Sterlington","Sterlington"
"2657","Sternwerde","Sternwerde","Sternwerde"
"2658","Sterope (New Taurus)","Sterope (New Taurus)","Sterope"
"2659","Stettin (FWL)","Stettin (FWL)","Stettin"
"2660","Stettin (HL)","Stettin (HL)","Stettin"
"2661","Stewart","Stewart","Stewart"
"2662","Stirling","Stirling","Stirling"
"2663","Stockpoll","Stockpoll","Stockpoll"
"2664","Stonarboi","Stonarboi","Stonarboi"
"2665","Storfors","Storfors","Storfors"
"2666","Stotzing","Stotzing","Stotzing"
"2667","Stralsund","Stralsund","Stralsund"
"2668","Strana Mechty","Strana Mechty","Strana Mechty"
"2669","Strandfontein","Strandfontein","Strandfontein"
"2670","Stratford","Stratford","Stratford"
"2671","Strato Domingo","Strato Domingo","Strato Domingo"
"2672","Strawn","Strawn","Strawn"
"2673","Streator","Streator","Streator"
"2674","Sturganos","Sturganos","Sturganos"
"2675","Sturgis","Sturgis","Sturgis"
"2676","Styk","Styk","Styk"
"2677","Styriania","Styriania","Styriania"
"2678","Styx","Styx","Styx"
"2679","Suda Bay","Suda Bay","Suda Bay"
"2680","Sudeten","Sudeten","Sudeten"
"2681","Suetonius","Suetonius","Suetonius"
"2682","Suianheer","Suianheer","Suianheer"
"2683","Suk II","Suk II","Suk"
"2684","Sulafat","Sulafat","Sulafat"
"2685","Sullivan","Sullivan","Sullivan"
"2686","Summer","Summer","Summer"
"2687","Summerstide","Summerstide","Summerstide"
"2688","Summit","Summit","Summit"
"2689","Sumy","Sumy","Sumy"
"2690","Sun Prairie","Sun Prairie","Sun Prairie"
"2691","Sunchon","Sunchon","Sunchon"
"2692","Sunnywood","Sunnywood","Sunnywood"
"2693","Surcin","Surcin","Surcin"
"2694","Susquehanna","Susquehanna","Susquehanna"
"2695","Susulatna","Susulatna","Susulatna"
"2696","Sutama","Sutama","Sutama"
"2697","Suzano","Suzano","Suzano"
"2698","Svalstad","Svalstad","Svalstad"
"2699","Svarstaad","Svarstaad","Svarstaad"
"2700","Svelvik","Svelvik","Svelvik"
"2701","Sverdlovsk","Sverdlovsk","Sverdlovsk"
"2702","Svinngarn","Svinngarn","Svinngarn"
"2703","Swales","Swales","Swales"
"2704","Swartklip","Swartklip","Swartklip"
"2705","Sweet Water","Sweet Water","Sweet Water"
"2706","Sylvan","Sylvan","Sylvan"
"2707","Sylvester","Sylvester","Sylvester"
"2708","Symington","Symington","Symington"
"2709","Symsonia","Symsonia","Symsonia"
"2710","Synsstad","Synsstad","Synsstad"
"2711","Syrma","Syrma","Syrma"
"2712","Syrstart","Syrstart","Syrstart"
"2713","Szepes","Szepes","Szepes"
"2714","Szombathely","Szombathely","Szombathely"
"2715","T Cephei (The Devil's Eye)","T Cephei (The Devil's Eye)","T Cephei"
"2716","Tabayama","Tabayama","Tabayama"
"2717","Tadjoura","Tadjoura","Tadjoura"
"2718","Taga","Taga","Taga"
"2719","Tainjin","Tainjin","Tainjin"
"2720","Takata (New Start 3130+)","Takata","Takata"
"2721","Talcott","Talcott","Talcott"
"2722","Talisker","Talisker","Talisker"
"2723","Talitha","Talitha","Talitha"
"2724","Tall Trees","Tall Trees","Tall Trees"
"2725","Tallassee","Tallassee","Tallassee"
"2726","Tallin","Tallin","Tallin"
"2727","Tallmadge","Tallmadge","Tallmadge"
"2728","Tamar","Tamar","Tamar"
"2729","Tamarind","Tamarind","Tamarind"
"2730","Tamaron","Tamaron","Tamaron"
"2731","Tamsalu","Tamsalu","Tamsalu"
"2732","Tancredi IV","Tancredi IV","Tancredi"
"2733","Tangerz (Mayadi 2822+)","Tangerz","Tangerz"
"2734","Tangipahoa","Tangipahoa","Tangipahoa"
"2735","Tangua","Tangua","Tangua"
"2736","Tanh Linh","Tanh Linh","Tanh Linh"
"2737","Tania Australis","Tania Australis","Tania Australis"
"2738","Tania Borealis","Tania Borealis","Tania Borealis"
"2739","Tanis (Radulov 2600-)","Tanis","Tanis"
"2740","Tannil","Tannil","Tannil"
"2741","Tansalir","Tansalir","Tansalir"
"2742","Tantallon","Tantallon","Tantallon"
"2743","Tantara","Tantara","Tantara"
"2744","Tanz","Tanz","Tanz"
"2745","Tapachula","Tapachula","Tapachula"
"2746","Tapihue","Tapihue","Tapihue"
"2747","Taran's World","Taran's World","Taran's World"
"2748","Tarazed","Tarazed","Tarazed"
"2749","Tarkio","Tarkio","Tarkio"
"2750","Tarnby","Tarnby","Tarnby"
"2751","Tarol IV","Tarol IV","Tarol"
"2752","Tathis","Tathis","Tathis"
"2753","Tatlawiksuk","Tatlawiksuk","Tatlawiksuk"
"2754","Tatopani","Tatopani","Tatopani"
"2755","Tatsuno","Tatsuno","Tatsuno"
"2756","Taumaturgo","Taumaturgo","Taumaturgo"
"2757","Taurus","Taurus","Taurus"
"2758","Tawas","Tawas","Tawas"
"2759","Taygeta","Taygeta","Taygeta"
"2760","Tazaraki","Tazaraki","Tazaraki"
"2761","Tchamba","Tchamba","Tchamba"
"2762","Techne's Revenge","Techne's Revenge","Techne's Revenge"
"2763","Tecumseh","Tecumseh","Tecumseh"
"2764","Tedibyhr","Tedibyhr","Tedibyhr"
"2765","Tegaldanas","Tegaldanas","Tegaldanas"
"2766","Tellman IV","Tellman IV","Tellman"
"2767","Tellman's Mistake","Tellman's Mistake","Tellman's Mistake"
"2768","Telos IV","Telos IV","Telos"
"2769","Tematagi","Tematagi","Tematagi"
"2770","Teng","Teng","Teng"
"2771","Tengil","Tengil","Tengil"
"2772","Teniente","Teniente","Teniente"
"2773","Tentativa","Tentativa","Tentativa"
"2774","Terra","Terra","Terra"
"2775","Terra Firma","Terra Firma","Terra Firma"
"2776","Tetersen","Tetersen","Tetersen"
"2777","Tetschner","Tetschner","Tetschner"
"2778","Tetski","Tetski","Tetski"
"2779","Texlos","Texlos","Texlos"
"2780","Teylingen","Teylingen","Teylingen"
"2781","Teyvareb","Teyvareb","Teyvareb"
"2782","Thadora's Land","Thadora's Land","Thadora's Land"
"2783","Thala","Thala","Thala"
"2784","Thamel (Wyeth's Glory 3130+)","Thamel","Thamel"
"2785","Thannhausen","Thannhausen","Thannhausen"
"2786","Tharkad","Tharkad","Tharkad"
"2787","Thasos","Thasos","Thasos"
"2788","Thazi","Thazi","Thazi"
"2789","The Edge","The Edge","The Edge"
"2790","The Eyes in the Dark","The Eyes in the Dark","The Eyes in the Dark"
"2791","The Rack (Port Vail 3050-)","Port Vail","Port Vail"
"2792","The Rock","The Rock","The Rock"
"2793","The Swan's Eye","The Swan's Eye","The Swan's Eye"
"2794","Thermopolis","Thermopolis","Thermopolis"
"2795","Thessalonika","Thessalonika","Thessalonika"
"2796","Thestria","Thestria","Thestria"
"2797","Theta Carinae Cluster","Theta Carinae Cluster","Theta Carinae Cluster"
"2798","Thibodaux","Thibodaux","Thibodaux"
"2799","Thimphu","Thimphu","Thimphu"
"2800","Thirty Weight","Thirty Weight","Thirty Weight"
"2801","Thorin","Thorin","Thorin"
"2802","Thorn","Thorn","Thorn"
"2803","Thraxa","Thraxa","Thraxa"
"2804","Thuban","Thuban","Thuban"
"2805","Thule","Thule","Thule"
"2806","Thun","Thun","Thun"
"2807","Thurrock","Thurrock","Thurrock"
"2808","Tianamon","Tianamon","Tianamon"
"2809","Tiber (Clan)","Tiber (Clan)","Tiber"
"2810","Tiber (FWL)","Tiber (FWL)","Tiber"
"2811","Tiflis","Tiflis","Tiflis"
"2812","Tigress","Tigress","Tigress"
"2813","Tikonov","Tikonov","Tikonov"
"2814","Timbiqui","Timbiqui","Timbiqui"
"2815","Timbuktu","Timbuktu","Timbuktu"
"2816","Timehri","Timehri","Timehri"
"2817","Timkovichi","Timkovichi","Timkovichi"
"2818","Tinaca","Tinaca","Tinaca"
"2819","Tintavel","Tintavel","Tintavel"
"2820","Tirabad","Tirabad","Tirabad"
"2821","Tiruchchirappalli","Tiruchchirappalli","Tiruchchirappalli"
"2822","Tiruppur","Tiruppur","Tiruppur"
"2823","Tishomingo","Tishomingo","Tishomingo"
"2824","Tiskilwa","Tiskilwa","Tiskilwa"
"2825","Tizga","Tizga","Tizga"
"2826","Toffen","Toffen","Toffen"
"2827","Togura","Togura","Togura"
"2828","Togwotee","Togwotee","Togwotee"
"2829","Tohelet","Tohelet","Tohelet"
"2830","Tok Do","Tok Do","Tok Do"
"2831","Tokasha","Tokasha","Tokasha"
"2832","Toland","Toland","Toland"
"2833","Tomalov","Tomalov","Tomalov"
"2834","Tomans","Tomans","Tomans"
"2835","Tongatapu","Tongatapu","Tongatapu"
"2836","Tordenskjold","Tordenskjold","Tordenskjold"
"2837","Torgvei","Torgvei","Torgvei"
"2838","Tormentine","Tormentine","Tormentine"
"2839","Torrence","Torrence","Torrence"
"2840","Tortuga Prime","Tortuga Prime","Tortuga Prime"
"2841","Toten","Toten","Toten"
"2842","Totness","Totness","Totness"
"2843","Tottori","Tottori","Tottori"
"2844","Tovetin","Tovetin","Tovetin"
"2845","Towne","Towne","Towne"
"2846","Tranquil","Tranquil","Tranquil"
"2847","Transfer Facility 4","Transfer Facility 4","Transfer Facility"
"2848","Transfer Station J239H2","Transfer Station J239H2","Transfer Station JH"
"2849","Transfer Station P3","Transfer Station P3","Transfer Station P"
"2850","Transfer Station P9","Transfer Station P9","Transfer Station P"
"2851","Trasjkis","Trasjkis","Trasjkis"
"2852","Traussin","Traussin","Traussin"
"2853","Trell I","Trell I","Trell"
"2854","Trelleborg","Trelleborg","Trelleborg"
"2855","Trellisane","Trellisane","Trellisane"
"2856","Trent","Trent","Trent"
"2857","Trentham","Trentham","Trentham"
"2858","Tresspass","Tresspass","Tresspass"
"2859","Triesting","Triesting","Triesting"
"2860","Trimaldix","Trimaldix","Trimaldix"
"2861","Trinidad","Trinidad","Trinidad"
"2862","Trinity","Trinity","Trinity"
"2863","Tripoli","Tripoli","Tripoli"
"2864","Trolloc Prime","Trolloc Prime","Trolloc Prime"
"2865","Trondheim (DC)","Trondheim (DC)","Trondheim"
"2866","Trondheim (JF)","Trondheim (JF)","Trondheim"
"2867","Trondheimal","Trondheimal","Trondheimal"
"2868","Truth","Truth","Truth"
"2869","Trznadel Cluster (60)","Trznadel Cluster (60)","Trznadel Cluster"
"2870","Tsamma","Tsamma","Tsamma"
"2871","Tsarahavana","Tsarahavana","Tsarahavana"
"2872","Tsinan","Tsinan","Tsinan"
"2873","Tsinghai (New Sarna)","Tsinghai (New Sarna)","Tsinghai"
"2874","Tsingtao","Tsingtao","Tsingtao"
"2875","Tsitsang","Tsitsang","Tsitsang"
"2876","Tsukude","Tsukude","Tsukude"
"2877","Tuamotu","Tuamotu","Tuamotu"
"2878","Tuat","Tuat","Tuat"
"2879","Tukayyid","Tukayyid","Tukayyid"
"2880","Turin","Turin","Turin"
"2881","Turinge","Turinge","Turinge"
"2882","Turkalia","Turkalia","Turkalia"
"2883","Turko","Turko","Turko"
"2884","Turov","Turov","Turov"
"2885","Turtle Bay","Turtle Bay","Turtle Bay"
"2886","Tuscarawas","Tuscarawas","Tuscarawas"
"2887","Twycross","Twycross","Twycross"
"2888","Tybalt","Tybalt","Tybalt"
"2889","Tylarzka","Tylarzka","Tylarzka"
"2890","Tyrfing","Tyrfing","Tyrfing"
"2891","Tyrlon","Tyrlon","Tyrlon"
"2892","Tyrrhenia","Tyrrhenia","Tyrrhenia"
"2893","Ubangi","Ubangi","Ubangi"
"2894","Udibi","Udibi","Udibi"
"2895","Ueda","Ueda","Ueda"
"2896","Ugland","Ugland","Ugland"
"2897","Uhuru","Uhuru","Uhuru"
"2898","Ukunela","Ukunela","Ukunela"
"2899","Ulan Batar","Ulan Batar","Ulan Batar"
"2900","Ulan Bator","Ulan Bator","Ulan Bator"
"2901","Ullieri","Ullieri","Ullieri"
"2902","Ulsan","Ulsan","Ulsan"
"2903","Ulubis","Ulubis","Ulubis"
"2904","Ulvskollen","Ulvskollen","Ulvskollen"
"2905","Ulysses","Ulysses","Ulysses"
"2906","Umgard","Umgard","Umgard"
"2907","Umijiri","Umijiri","Umijiri"
"2908","Umka","Umka","Umka"
"2909","Undra","Undra","Undra"
"2910","Union of Samoyedic Colonies","Union of Samoyedic Colonies","Union of Samoyedic Colonies"
"2911","Unity","Unity","Unity"
"2912","Unkador","Unkador","Unkador"
"2913","Untran (Achtur 2822+)","Untran","Untran"
"2914","Unukalhai","Unukalhai","Unukalhai"
"2915","Unzmarkt","Unzmarkt","Unzmarkt"
"2916","Upano","Upano","Upano"
"2917","Uravan","Uravan","Uravan"
"2918","Urich","Urich","Urich"
"2919","Urjala","Urjala","Urjala"
"2920","Utrecht","Utrecht","Utrecht"
"2921","Uzhgorod","Uzhgorod","Uzhgorod"
"2922","Vaajakoski","Vaajakoski","Vaajakoski"
"2923","Vackisujfalu","Vackisujfalu","Vackisujfalu"
"2924","Vakarel","Vakarel","Vakarel"
"2925","Valabhi","Valabhi","Valabhi"
"2926","Valasha","Valasha","Valasha"
"2927","Valdives","Valdives","Valdives"
"2928","Valencia","Valencia","Valencia"
"2929","Valentina","Valentina","Valentina"
"2930","Valerius","Valerius","Valerius"
"2931","Valexa","Valexa","Valexa"
"2932","Valil'yevskiy","Valil'yevskiy","Valil'yevskiy"
"2933","Valladolid","Valladolid","Valladolid"
"2934","Valloire","Valloire","Valloire"
"2935","Valmiera","Valmiera","Valmiera"
"2936","Valois","Valois","Valois"
"2937","Van Diemen IV","Van Diemen IV","Van Diemen"
"2938","Vandalia","Vandalia","Vandalia"
"2939","Vanern","Vanern","Vanern"
"2940","Vangburg","Vangburg","Vangburg"
"2941","Vannes","Vannes","Vannes"
"2942","Vanra","Vanra","Vanra"
"2943","Vantaa","Vantaa","Vantaa"
"2944","Vard","Vard","Vard"
"2945","Vargtass","Vargtass","Vargtass"
"2946","Vaucluse","Vaucluse","Vaucluse"
"2947","Vecchio","Vecchio","Vecchio"
"2948","Veckholm","Veckholm","Veckholm"
"2949","Vega","Vega","Vega"
"2950","Velhas","Velhas","Velhas"
"2951","Venaria","Venaria","Venaria"
"2952","Vendrell","Vendrell","Vendrell"
"2953","Ventabren","Ventabren","Ventabren"
"2954","Verde","Verde","Verde"
"2955","Verdigreis","Verdigreis","Verdigreis"
"2956","Verdinge","Verdinge","Verdinge"
"2957","Vereeniging","Vereeniging","Vereeniging"
"2958","Verlo","Verlo","Verlo"
"2959","Vermezzo","Vermezzo","Vermezzo"
"2960","Versailles (Taussen 2822+)","Versailles","Versailles"
"2961","Verthandi (Norn)","Verthandi (Norn)","Verthandi"
"2962","Vestallas","Vestallas","Vestallas"
"2963","Viborg","Viborg","Viborg"
"2964","Vibrunum","Vibrunum","Vibrunum"
"2965","Vicente","Vicente","Vicente"
"2966","Vicksland","Vicksland","Vicksland"
"2967","Victoria (CC)","Victoria (CC)","Victoria"
"2968","Victoria (Meglan 2537-)","Meglan","Meglan"
"2969","Victralla","Victralla","Victralla"
"2970","Vihtijarvi","Vihtijarvi","Vihtijarvi"
"2971","Vikindu","Vikindu","Vikindu"
"2972","Villanueva","Villanueva","Villanueva"
"2973","Viluisk","Viluisk","Viluisk"
"2974","Vindemiatrix","Vindemiatrix","Vindemiatrix"
"2975","Vinstra","Vinstra","Vinstra"
"2976","Vinton","Vinton","Vinton"
"2977","Vintru","Vintru","Vintru"
"2978","Vipaava","Vipaava","Vipaava"
"2979","Virentofta","Virentofta","Virentofta"
"2980","Viribium","Viribium","Viribium"
"2981","Viroflay","Viroflay","Viroflay"
"2982","Virtue","Virtue","Virtue"
"2983","Visby","Visby","Visby"
"2984","Vixen","Vixen","Vixen"
"2985","Voehn","Voehn","Voehn"
"2986","Volders","Volders","Volders"
"2987","Von Strang's World (Erin 2830-)","Erin","Erin"
"2988","Vonja","Vonja","Vonja"
"2989","Vorarlberg","Vorarlberg","Vorarlberg"
"2990","Vortalcoy","Vortalcoy","Vortalcoy"
"2991","Vorzel","Vorzel","Vorzel"
"2992","Vosloorus","Vosloorus","Vosloorus"
"2993","Vulcan","Vulcan","Vulcan"
"2994","Vulture's Nest","Vulture's Nest","Vulture's Nest"
"2995","Várri","Várri","Várri"
"2996","Waddesdon","Waddesdon","Waddesdon"
"2997","Waimalu","Waimalu","Waimalu"
"2998","Waini Point","Waini Point","Waini Point"
"2999","Waipahu","Waipahu","Waipahu"
"3000","Waitur","Waitur","Waitur"
"3001","Waldheim","Waldheim","Waldheim"
"3002","Waldorff","Waldorff","Waldorff"
"3003","Wallacia","Wallacia","Wallacia"
"3004","Wallis","Wallis","Wallis"
"3005","Wantorill","Wantorill","Wantorill"
"3006","Wapakoneta","Wapakoneta","Wapakoneta"
"3007","Wappingers","Wappingers","Wappingers"
"3008","Ward","Ward","Ward"
"3009","Wark","Wark","Wark"
"3010","Warlock","Warlock","Warlock"
"3011","Warren","Warren","Warren"
"3012","Warrumbungle","Warrumbungle","Warrumbungle"
"3013","Wasat","Wasat","Wasat"
"3014","Washburn","Washburn","Washburn"
"3015","Watermael","Watermael","Watermael"
"3016","Waunakee","Waunakee","Waunakee"
"3017","Waxell","Waxell","Waxell"
"3018","Waycross","Waycross","Waycross"
"3019","Waypoint","Waypoint","Waypoint"
"3020","Waystation 531","Waystation 531","Waystation"
"3021","Wazan","Wazan","Wazan"
"3022","Weatogue","Weatogue","Weatogue"
"3023","Wedderborg","Wedderborg","Wedderborg"
"3024","Wedgefield","Wedgefield","Wedgefield"
"3025","Weekapaug","Weekapaug","Weekapaug"
"3026","Wei","Wei","Wei"
"3027","Weingarten","Weingarten","Weingarten"
"3028","Weippe","Weippe","Weippe"
"3029","Weisau","Weisau","Weisau"
"3030","Weistheimer","Weistheimer","Weistheimer"
"3031","Weitinger","Weitinger","Weitinger"
"3032","Weiz","Weiz","Weiz"
"3033","Weldon","Weldon","Weldon"
"3034","Weldry","Weldry","Weldry"
"3035","Werfer","Werfer","Werfer"
"3036","Wernke (Talon)","Wernke (Talon)","Wernke"
"3037","Westerhand","Westerhand","Westerhand"
"3038","Westerstede","Westerstede","Westerstede"
"3039","Westfield","Westfield","Westfield"
"3040","Westover","Westover","Westover"
"3041","Westphalia","Westphalia","Westphalia"
"3042","Wetumpka","Wetumpka","Wetumpka"
"3043","Wheel","Wheel","Wheel"
"3044","Whittington","Whittington","Whittington"
"3045","Wildwood","Wildwood","Wildwood"
"3046","Wilkes","Wilkes","Wilkes"
"3047","Willowick","Willowick","Willowick"
"3048","Willunga","Willunga","Willunga"
"3049","Wiltshire","Wiltshire","Wiltshire"
"3050","Windhoek","Windhoek","Windhoek"
"3051","Windsor","Windsor","Windsor"
"3052","Winfield (FS)","Winfield (FS)","Winfield"
"3053","Winfield (Treeline 2863-)","Treeline","Treeline"
"3054","Wing","Wing","Wing"
"3055","Wingzar","Wingzar","Wingzar"
"3056","Winter","Winter","Winter"
"3057","Wisconsin","Wisconsin","Wisconsin"
"3058","Wismar","Wismar","Wismar"
"3059","Wittington","Wittington","Wittington"
"3060","Wokha","Wokha","Wokha"
"3061","Wolcott","Wolcott","Wolcott"
"3062","Wolf Orbital 82","Wolf Orbital 82","Wolf Orbital"
"3063","Wolof","Wolof","Wolof"
"3064","Wonju","Wonju","Wonju"
"3065","Woodbine","Woodbine","Woodbine"
"3066","Woodstock","Woodstock","Woodstock"
"3067","Woogi","Woogi","Woogi"
"3068","Worrell","Worrell","Worrell"
"3069","Wotan","Wotan","Wotan"
"3070","Wrentham","Wrentham","Wrentham"
"3071","Wright","Wright","Wright"
"3072","Wrociaw","Wrociaw","Wrociaw"
"3073","Wroxeter","Wroxeter","Wroxeter"
"3074","Wyatt","Wyatt","Wyatt"
"3075","Wynn's Roost","Wynn's Roost","Wynn's Roost"
"3076","Wypoute","Wypoute","Wypoute"
"3077","Xanthe III","Xanthe III","Xanthe"
"3078","Xenia","Xenia","Xenia"
"3079","Xhosa VII","Xhosa VII","Xhosa"
"3080","Xieng Khouang","Xieng Khouang","Xieng Khouang"
"3081","Xinyang","Xinyang","Xinyang"
