Country or Area,Year,Area,Sex,Language,Record Type,Reliability,Source Year,Value
Australia,2016,Total,Both Sexes,Fijian,Census - de jure - complete tabulation,"Final figure, complete",2017,8145
Australia,2016,Total,Both Sexes,Finnish,Census - de jure - complete tabulation,"Final figure, complete",2017,5962
Australia,2016,Total,Both Sexes,French,Census - de jure - complete tabulation,"Final figure, complete",2017,70873
Australia,2016,Total,Both Sexes,Georgian,Census - de jure - complete tabulation,"Final figure, complete",2017,198
Australia,2016,Total,Both Sexes,German,Census - de jure - complete tabulation,"Final figure, complete",2017,79353
Australia,2016,Total,Both Sexes,Gilbertese,Census - de jure - complete tabulation,"Final figure, complete",2017,387
Australia,2016,Total,Both Sexes,Greek,Census - de jure - complete tabulation,"Final figure, complete",2017,237588
Australia,2016,Total,Both Sexes,Gujarati,Census - de jure - complete tabulation,"Final figure, complete",2017,52888
Australia,2016,Total,Both Sexes,Hakka,Census - de jure - complete tabulation,"Final figure, complete",2017,8989
Australia,2016,Total,Both Sexes,Hebrew,Census - de jure - complete tabulation,"Final figure, complete",2017,10341
Australia,2016,Total,Both Sexes,Hindi,Census - de jure - complete tabulation,"Final figure, complete",2017,159652
Australia,2016,Total,Both Sexes,Hungarian,Census - de jure - complete tabulation,"Final figure, complete",2017,19895
Australia,2016,Total,Both Sexes,Hausa,Census - de jure - complete tabulation,"Final figure, complete",2017,202
Australia,2016,Total,Both Sexes,Iban,Census - de jure - complete tabulation,"Final figure, complete",2017,62
Australia,2016,Total,Both Sexes,Icelandic,Census - de jure - complete tabulation,"Final figure, complete",2017,286
Australia,2016,Total,Both Sexes,Indonesian,Census - de jure - complete tabulation,"Final figure, complete",2017,67891
Australia,2016,Total,Both Sexes,Italian,Census - de jure - complete tabulation,"Final figure, complete",2017,271597
Australia,2016,Total,Both Sexes,Japanese,Census - de jure - complete tabulation,"Final figure, complete",2017,55966
Australia,2016,Total,Both Sexes,Javanese,Census - de jure - complete tabulation,"Final figure, complete",2017,78
Australia,2016,Total,Both Sexes,Kannada,Census - de jure - complete tabulation,"Final figure, complete",2017,9701
Australia,2016,Total,Both Sexes,Khmer,Census - de jure - complete tabulation,"Final figure, complete",2017,35428
Australia,2016,Total,Both Sexes,Konkani,Census - de jure - complete tabulation,"Final figure, complete",2017,2416
Australia,2016,Total,Both Sexes,Korean,Census - de jure - complete tabulation,"Final figure, complete",2017,108997
Australia,2016,Total,Both Sexes,Latvian,Census - de jure - complete tabulation,"Final figure, complete",2017,2950
Australia,2016,Total,Both Sexes,Lingala,Census - de jure - complete tabulation,"Final figure, complete",2017,301
Australia,2016,Total,Both Sexes,Lithuanian,Census - de jure - complete tabulation,"Final figure, complete",2017,1999
Australia,2016,Total,Both Sexes,Macedonian,Census - de jure - complete tabulation,"Final figure, complete",2017,66019
Australia,2016,Total,Both Sexes,Malay,Census - de jure - complete tabulation,"Final figure, complete",2017,17942
Australia,2016,Total,Both Sexes,Malayalam,Census - de jure - complete tabulation,"Final figure, complete",2017,53206
Australia,2016,Total,Both Sexes,Maltese,Census - de jure - complete tabulation,"Final figure, complete",2017,31987
Australia,2016,Total,Both Sexes,Mandarin,Census - de jure - complete tabulation,"Final figure, complete",2017,596711
Australia,2016,Total,Both Sexes,Marathi,Census - de jure - complete tabulation,"Final figure, complete",2017,13055
Australia,2016,Total,Both Sexes,Mongolian,Census - de jure - complete tabulation,"Final figure, complete",2017,2144
Australia,2016,Total,Both Sexes,Ndebele,Census - de jure - complete tabulation,"Final figure, complete",2017,1363
Australia,2016,Total,Both Sexes,Nepali,Census - de jure - complete tabulation,"Final figure, complete",2017,62005
Australia,2016,Total,Both Sexes,Norwegian,Census - de jure - complete tabulation,"Final figure, complete",2017,2898
Australia,2016,Total,Both Sexes,Not stated,Census - de jure - complete tabulation,"Final figure, complete",2017,1509829
Australia,2016,Total,Both Sexes,Oriya,Census - de jure - complete tabulation,"Final figure, complete",2017,721
Australia,2016,Total,Both Sexes,Polish,Census - de jure - complete tabulation,"Final figure, complete",2017,48083
Australia,2016,Total,Both Sexes,Pashto,Census - de jure - complete tabulation,"Final figure, complete",2017,9233
Australia,2016,Total,Both Sexes,Portuguese,Census - de jure - complete tabulation,"Final figure, complete",2017,48853
Australia,2016,Total,Both Sexes,Punjabi,Census - de jure - complete tabulation,"Final figure, complete",2017,132496
Australia,2016,Total,Both Sexes,Romanian,Census - de jure - complete tabulation,"Final figure, complete",2017,12955
Australia,2016,Total,Both Sexes,Romany,Census - de jure - complete tabulation,"Final figure, complete",2017,167
Australia,2016,Total,Both Sexes,Russian,Census - de jure - complete tabulation,"Final figure, complete",2017,50314
Australia,2016,Total,Both Sexes,Samoan,Census - de jure - complete tabulation,"Final figure, complete",2017,44869
Australia,2016,Total,Both Sexes,Serbian,Census - de jure - complete tabulation,"Final figure, complete",2017,53801
Australia,2016,Total,Both Sexes,Shona,Census - de jure - complete tabulation,"Final figure, complete",2017,11037
Australia,2016,Total,Both Sexes,Sindhi,Census - de jure - complete tabulation,"Final figure, complete",2017,1592
Australia,2016,Total,Both Sexes,Sinhalese,Census - de jure - complete tabulation,"Final figure, complete",2017,64612
Australia,2016,Total,Both Sexes,Slovak,Census - de jure - complete tabulation,"Final figure, complete",2017,5437
Australia,2016,Total,Both Sexes,Somali,Census - de jure - complete tabulation,"Final figure, complete",2017,14176
Australia,2016,Total,Both Sexes,Spanish,Census - de jure - complete tabulation,"Final figure, complete",2017,140817
Australia,2016,Total,Both Sexes,Swahili,Census - de jure - complete tabulation,"Final figure, complete",2017,11460
Australia,2016,Total,Both Sexes,Swedish,Census - de jure - complete tabulation,"Final figure, complete",2017,8956
Australia,2016,Total,Both Sexes,Tagalog,Census - de jure - complete tabulation,"Final figure, complete",2017,111273
Australia,2016,Total,Both Sexes,Tamil,Census - de jure - complete tabulation,"Final figure, complete",2017,73161
Australia,2016,Total,Both Sexes,Tatar,Census - de jure - complete tabulation,"Final figure, complete",2017,113
Australia,2016,Total,Both Sexes,Telugu,Census - de jure - complete tabulation,"Final figure, complete",2017,34435
Australia,2016,Total,Both Sexes,Thai,Census - de jure - complete tabulation,"Final figure, complete",2017,55444
Australia,2016,Total,Both Sexes,Tokelauan,Census - de jure - complete tabulation,"Final figure, complete",2017,953
Australia,2016,Total,Both Sexes,Tigre,Census - de jure - complete tabulation,"Final figure, complete",2017,170
Australia,2016,Total,Both Sexes,Tongan,Census - de jure - complete tabulation,"Final figure, complete",2017,17691
Australia,2016,Total,Both Sexes,Tswana,Census - de jure - complete tabulation,"Final figure, complete",2017,451
Australia,2016,Total,Both Sexes,Turkish,Census - de jure - complete tabulation,"Final figure, complete",2017,58355
Australia,2016,Total,Both Sexes,Turkmen,Census - de jure - complete tabulation,"Final figure, complete",2017,336
Australia,2016,Total,Both Sexes,Tulu,Census - de jure - complete tabulation,"Final figure, complete",2017,585
Australia,2016,Total,Both Sexes,Uygur,Census - de jure - complete tabulation,"Final figure, complete",2017,1025
Australia,2016,Total,Both Sexes,Ukrainian,Census - de jure - complete tabulation,"Final figure, complete",2017,7676
Australia,2016,Total,Both Sexes,Urdu,Census - de jure - complete tabulation,"Final figure, complete",2017,69293
Australia,2016,Total,Both Sexes,Uzbek,Census - de jure - complete tabulation,"Final figure, complete",2017,518
Australia,2016,Total,Both Sexes,Vietnamese,Census - de jure - complete tabulation,"Final figure, complete",2017,277400
Australia,2016,Total,Both Sexes,Welsh,Census - de jure - complete tabulation,"Final figure, complete",2017,1688
Australia,2016,Total,Both Sexes,Xhosa,Census - de jure - complete tabulation,"Final figure, complete",2017,159
Australia,2016,Total,Both Sexes,Yapese,Census - de jure - complete tabulation,"Final figure, complete",2017,11
Australia,2016,Total,Both Sexes,Yiddish,Census - de jure - complete tabulation,"Final figure, complete",2017,1495
Australia,2016,Total,Both Sexes,Yoruba,Census - de jure - complete tabulation,"Final figure, complete",2017,2465
Australia,2016,Total,Both Sexes,Zulu,Census - de jure - complete tabulation,"Final figure, complete",2017,664
Australia,2016,Total,Both Sexes,Ewe,Census - de jure - complete tabulation,"Final figure, complete",2017,541
Australia,2016,Total,Both Sexes,Ga,Census - de jure - complete tabulation,"Final figure, complete",2017,227
Australia,2016,Total,Both Sexes,Tuvaluan,Census - de jure - complete tabulation,"Final figure, complete",2017,249
Australia,2016,Total,Both Sexes,Lao,Census - de jure - complete tabulation,"Final figure, complete",2017,9983
Australia,2016,Total,Both Sexes,Tetum,Census - de jure - complete tabulation,"Final figure, complete",2017,1105
Australia,2016,Total,Both Sexes,Inadequately described,Census - de jure - complete tabulation,"Final figure, complete",2017,12847
Australia,2016,Total,Both Sexes,Irish,Census - de jure - complete tabulation,"Final figure, complete",2017,1941
Australia,2016,Total,Both Sexes,Other Southern Asian Languages,Census - de jure - complete tabulation,"Final figure, complete",2017,2398
Australia,2016,Total,Both Sexes,Other Southeast Asian Languages,Census - de jure - complete tabulation,"Final figure, complete",2017,58
Australia,2016,Total,Both Sexes,"Eastern Asian Languages, nfd",Census - de jure - complete tabulation,"Final figure, complete",2017,38
Australia,2016,Total,Both Sexes,American Languages,Census - de jure - complete tabulation,"Final figure, complete",2017,116
Australia,2016,Total,Both Sexes,Invented Languages,Census - de jure - complete tabulation,"Final figure, complete",2017,131
Australia,2016,Total,Both Sexes,Basque,Census - de jure - complete tabulation,"Final figure, complete",2017,65
Australia,2016,Total,Both Sexes,Catalan,Census - de jure - complete tabulation,"Final figure, complete",2017,443
Australia,2016,Total,Both Sexes,Mauritian Creole,Census - de jure - complete tabulation,"Final figure, complete",2017,4200
Australia,2016,Total,Both Sexes,Nauruan,Census - de jure - complete tabulation,"Final figure, complete",2017,312
Australia,2016,Total,Both Sexes,Rotuman,Census - de jure - complete tabulation,"Final figure, complete",2017,363
Australia,2016,Total,Both Sexes,Tigrinya,Census - de jure - complete tabulation,"Final figure, complete",2017,4583
Australia,2016,Total,Both Sexes,Wu,Census - de jure - complete tabulation,"Final figure, complete",2017,3384
Australia,2016,Total,Both Sexes,Karen,Census - de jure - complete tabulation,"Final figure, complete",2017,10270
Australia,2016,Total,Both Sexes,Dari,Census - de jure - complete tabulation,"Final figure, complete",2017,30437
Australia,2016,Total,Both Sexes,Latin,Census - de jure - complete tabulation,"Final figure, complete",2017,309
Australia,2016,Total,Both Sexes,Oromo,Census - de jure - complete tabulation,"Final figure, complete",2017,3047
Australia,2016,Total,Both Sexes,Auslan,Census - de jure - complete tabulation,"Final figure, complete",2017,10112
Australia,2016,Total,Both Sexes,Min Nan,Census - de jure - complete tabulation,"Final figure, complete",2017,17905
Australia,2016,Total,Both Sexes,Acehnese,Census - de jure - complete tabulation,"Final figure, complete",2017,104
Australia,2016,Total,Both Sexes,Acholi,Census - de jure - complete tabulation,"Final figure, complete",2017,1089
Australia,2016,Total,Both Sexes,Adnymathanha,Census - de jure - complete tabulation,"Final figure, complete",2017,140
Australia,2016,Total,Both Sexes,"African Languages, nec",Census - de jure - complete tabulation,"Final figure, complete",2017,2786
Australia,2016,Total,Both Sexes,"African Languages, nfd",Census - de jure - complete tabulation,"Final figure, complete",2017,2232
Australia,2016,Total,Both Sexes,Akan,Census - de jure - complete tabulation,"Final figure, complete",2017,3095
Australia,2016,Total,Both Sexes,Alawa,Census - de jure - complete tabulation,"Final figure, complete",2017,4
Australia,2016,Total,Both Sexes,Alyawarr,Census - de jure - complete tabulation,"Final figure, complete",2017,1548
Australia,2016,Total,Both Sexes,Amharic,Census - de jure - complete tabulation,"Final figure, complete",2017,6812
Australia,2016,Total,Both Sexes,Anindilyakwa,Census - de jure - complete tabulation,"Final figure, complete",2017,1484
Australia,2016,Total,Both Sexes,"Anmatyerr, nec",Census - de jure - complete tabulation,"Final figure, complete",2017,531
Australia,2016,Total,Both Sexes,"Anmatyerr, nfd",Census - de jure - complete tabulation,"Final figure, complete",2017,105
Australia,2016,Total,Both Sexes,Anuak,Census - de jure - complete tabulation,"Final figure, complete",2017,242
Australia,2016,Total,Both Sexes,Arabana,Census - de jure - complete tabulation,"Final figure, complete",2017,15
Australia,2016,Total,Both Sexes,"Arnhem Land and Daly River Region Languages, nec",Census - de jure - complete tabulation,"Final figure, complete",2017,18
